1224     842.000        .000        .350       1.597        .000       -.428
1288    1855.000        .000        .270        .174        .000        .128
1296    1719.000        .000        .320       -.137       1.000       -.420
1308     716.000       1.000        .960       -.622        .000        .534
1317     455.000       1.000        .950      -1.694       1.000        .351
1358    1430.000        .000        .250       1.535        .000       -.014
1374    2400.000        .000        .500       2.016        .000       -.007
1433     899.000       1.000        .960       -.321        .000        .718
1436     185.000       1.000       1.000      -1.141        .000        .569
1461    1672.000        .000        .780       2.096        .000        .683
1462     530.000       1.000        .460       -.287       1.000       -.663
1477     531.000       1.000        .810       -.729        .000        .166
1499    1921.000        .000        .090        .682       1.000       -.460
1637     100.000        .000        .100       1.215       1.000       -.699
1906     400.000       1.000        .870       -.939        .000        .518
1909    1357.000        .000        .450        .875        .000        .254
1942     959.000        .000        .780        .159        .000        .688
1946    1646.000        .000        .380        .439        .000        .010
2030    1332.000        .000        .400        .677        .000        .334
2208    1061.000       1.000        .680       -.864        .000        .429
2277     773.000       1.000        .670       -.725       1.000       -.756
2305     485.000       1.000        .690      -1.382       1.000       -.622
2336    1523.000        .000        .630        .156        .000        .448
2458     545.000       1.000        .890      -1.484       1.000        .234
2467     488.000        .000        .230        .207        .000       -.324
2526     572.000       1.000        .970      -2.154        .000        .333
2626    2142.000        .000        .400        .142        .000       -.059
2629    1314.000       1.000        .810       -.613        .000       -.132
2639    2713.000        .000        .140       -.282       1.000       -.958
2651    1524.000        .000        .220       1.136        .000        .069
2655    2475.000        .000        .350       -.378       1.000       -.696
2658     780.000       1.000        .790       -.961        .000        .444
2755     270.000       1.000        .960       -.354        .000        .562
2768    1680.000        .000        .310        .086        .000       -.048
2771     415.000        .000        .240       1.048        .000       -.333
2818     760.000        .000        .410       1.541        .000        .115
2917    2194.000        .000        .050        .080       1.000       -.792
2990     963.000       1.000        .800       -.434       1.000        .661
2995     365.000        .000        .180        .422        .000       -.296
3013     760.000        .000        .560       -.213        .000       -.038
3020     457.000       1.000        .560       -.299        .000        .236
3039     686.000       1.000       1.000      -1.236       1.000        .354
3088    1960.000        .000        .380        .195       1.000       -.467
3152    1313.000        .000        .590       1.098        .000        .037
3332    2212.000        .000        .550       -.048        .000        .617
3351    1125.000        .000        .350        .383       1.000        .332
3377    2031.000        .000        .180        .664       1.000       -.579
3427     687.000       1.000       1.000      -1.262        .000        .159
3498     388.000       1.000        .920      -1.556        .000        .666
3499     509.000       1.000        .700       -.039       1.000        .456
3533    1015.000       1.000        .540        .022        .000       -.128
3610    1431.000       1.000        .800       -.621        .000        .126
3657    1137.000        .000        .310       -.216        .000       -.643
3688     375.000       1.000        .910      -1.521        .000        .411
3705     670.000       1.000        .710       -.165       1.000        .241
3716    2357.000        .000        .500       1.297       1.000       -.415
3838    1635.000       1.000        .850       -.255       1.000        .151
3881    1881.000        .000        .330        .840        .000        .134
3967    1061.000        .000        .460      -1.059        .000       -.219
3992    1114.000       1.000        .730      -1.534       1.000        .371
3999    1910.000        .000        .410        .838       1.000       -.085
4042     940.000       1.000        .830       -.940        .000        .408
4173     801.000       1.000        .650       -.755        .000        .038
4223     663.000       1.000        .300       -.967        .000       -.088
4253     510.000       1.000        .600       -.455       1.000       -.368
4292    1328.000       1.000        .760       -.674       1.000       -.480
4325    1217.000        .000        .410        .349        .000       -.043
4350    1661.000        .000        .620        .512        .000        .159
4383    1061.000        .000        .540       1.065        .000        .079
4410     100.000        .000        .380        .673        .000        .102
4420     728.000        .000        .320        .877        .000       -.218
4458     643.000        .000        .500        .715       1.000      -1.043
4511    1068.000       1.000        .520      -1.872        .000       -.101
4523     393.000       1.000        .690       -.784       1.000       -.048
4530     435.000       1.000        .600       -.245       1.000       -.591
4642     493.000        .000        .430       -.086        .000        .121
4868     657.000       1.000       1.000       -.219        .000        .367
4931     603.000       1.000        .790      -1.172        .000        .371
5192     258.000       1.000        .370       -.360        .000       -.058
5404     700.000       1.000        .900       -.746        .000        .831
5619    1118.000       1.000        .770      -1.286        .000        .426
5640    1152.000        .000        .410        .256        .000       -.171
5650     720.000       1.000        .600       -.070       1.000        .028
5667     810.000       1.000        .590       -.533        .000        .425
5720     381.000       1.000        .650       -.352        .000        .039
5761     215.000       1.000        .630       -.892        .000       -.317
5762    1826.000        .000        .240        .364       1.000      -1.188
5783    1832.000        .000        .540        .460        .000        .179
5815     949.000        .000        .190       1.749        .000       -.674
5819    1302.000        .000        .410       -.260        .000        .188
5838    1627.000        .000        .530        .138        .000        .163
5937    1153.000        .000        .580       -.142        .000        .657
6074    2051.000       1.000        .320      -1.018        .000       -.271
6089     594.000        .000        .530       -.965        .000        .092
6144    1608.000        .000        .170       1.329        .000       -.432
6170    2126.000        .000        .250        .432       1.000       -.296
6291    1037.000        .000        .260       -.303       1.000       -.516
6366    1566.000       1.000        .810       -.667        .000        .316
6397    1234.000        .000        .320        .642       1.000       -.211
6415     296.000        .000        .480       1.040        .000       -.181
6443    1061.000        .000        .100       -.420        .000       -.347
6464    1453.000        .000        .250       2.756       1.000       -.670
6469     565.000       1.000       1.000       -.865        .000        .759
6484     726.000        .000        .190        .218        .000       -.179
6578     336.000       1.000        .190       -.874        .000       -.511
6600     299.000        .000        .280       -.432        .000       -.048
6808    1700.000        .000        .180       1.669       1.000       -.090
6816     745.000       1.000        .960      -1.886       1.000        .535
6897    1415.000        .000        .550       -.361        .000        .356
6990    1650.000        .000        .590        .475       1.000       -.484
7011     100.000       1.000        .440        .100        .000       -.025
7101    2403.000        .000        .390       1.024        .000        .013
7172     280.000       1.000        .050       1.013       1.000       -.284
7232    1154.000        .000        .200        .975        .000       -.084
7276    1630.000        .000        .300        .109        .000        .084
7332     737.000       1.000        .530       -.864        .000        .303
7341     570.000        .000        .140        .583        .000       -.158
7342    1220.000       1.000        .460        .380       1.000       -.442
7345     978.000        .000        .640        .336       1.000        .039
7364    1500.000       1.000        .350      -1.523        .000       -.083
7635    1495.000       1.000        .480       -.397        .000        .249
7688    1410.000       1.000        .650       -.575        .000        .192
7697    1734.000        .000        .200        .279        .000        .264
7734    1580.000        .000        .400       2.027       1.000       -.463
7890     311.000        .000        .210        .845        .000       -.517
